"","position","water_year","Node","season","Probability_Threshold","value","Species","Life_Stage","Hydraulic"
"1","slice1",1999,"L02-041","critical","Seasonal",1.08695652173913,"Toad","Breeding/Eggs","Depth"
"2","slice1",2000,"L02-041","non_critical","Seasonal",13.2450331125828,"Toad","Breeding/Eggs","Depth"
"3","slice1",2000,"L02-041","critical","Seasonal",3.27102803738318,"Toad","Breeding/Eggs","Depth"
"4","slice1",2001,"L02-041","non_critical","Seasonal",5.96026490066225,"Toad","Breeding/Eggs","Depth"
"5","slice1",2001,"L02-041","critical","Seasonal",2.80373831775701,"Toad","Breeding/Eggs","Depth"
"6","slice1",2002,"L02-041","non_critical","Seasonal",6.62251655629139,"Toad","Breeding/Eggs","Depth"
"7","slice1",2002,"L02-041","critical","Seasonal",3.27102803738318,"Toad","Breeding/Eggs","Depth"
"8","slice1",2003,"L02-041","non_critical","Seasonal",9.86842105263158,"Toad","Breeding/Eggs","Depth"
"9","slice1",2003,"L02-041","critical","Seasonal",1.86915887850467,"Toad","Breeding/Eggs","Depth"
"10","slice1",2004,"L02-041","non_critical","Seasonal",44.3708609271523,"Toad","Breeding/Eggs","Depth"
"11","slice1",2004,"L02-041","critical","Seasonal",16.8224299065421,"Toad","Breeding/Eggs","Depth"
"12","slice1",2005,"L02-041","non_critical","Seasonal",4.63576158940397,"Toad","Breeding/Eggs","Depth"
"13","slice1",2005,"L02-041","critical","Seasonal",6.54205607476635,"Toad","Breeding/Eggs","Depth"
"14","slice1",2006,"L02-041","non_critical","Seasonal",5.29801324503311,"Toad","Breeding/Eggs","Depth"
"15","slice1",2006,"L02-041","critical","Seasonal",1.4018691588785,"Toad","Breeding/Eggs","Depth"
"16","slice1",2007,"L02-041","non_critical","Seasonal",11.1842105263158,"Toad","Breeding/Eggs","Depth"
"17","slice1",2007,"L02-041","critical","Seasonal",0.934579439252336,"Toad","Breeding/Eggs","Depth"
"18","slice1",2008,"L02-041","non_critical","Seasonal",13.2450331125828,"Toad","Breeding/Eggs","Depth"
"19","slice1",2008,"L02-041","critical","Seasonal",0,"Toad","Breeding/Eggs","Depth"
"20","slice1",2009,"L02-041","non_critical","Seasonal",10.5960264900662,"Toad","Breeding/Eggs","Depth"
"21","slice1",2009,"L02-041","critical","Seasonal",2.33644859813084,"Toad","Breeding/Eggs","Depth"
"22","slice1",2010,"L02-041","non_critical","Seasonal",38.4105960264901,"Toad","Breeding/Eggs","Depth"
"23","slice1",2010,"L02-041","critical","Seasonal",0.467289719626168,"Toad","Breeding/Eggs","Depth"
"24","slice1",2011,"L02-041","non_critical","Seasonal",7.23684210526316,"Toad","Breeding/Eggs","Depth"
"25","slice1",2011,"L02-041","critical","Seasonal",4.67289719626168,"Toad","Breeding/Eggs","Depth"
"26","slice1",2012,"L02-041","non_critical","Seasonal",9.93377483443709,"Toad","Breeding/Eggs","Depth"
"27","slice1",2012,"L02-041","critical","Seasonal",1.86915887850467,"Toad","Breeding/Eggs","Depth"
"28","slice1",2013,"L02-041","non_critical","Seasonal",5.29801324503311,"Toad","Breeding/Eggs","Depth"
"29","slice1",2013,"L02-041","critical","Seasonal",2.33644859813084,"Toad","Breeding/Eggs","Depth"
"30","slice1",2014,"L02-041","non_critical","Seasonal",2.64900662251656,"Toad","Breeding/Eggs","Depth"
"31","slice1",2014,"L02-041","critical","Seasonal",4.20560747663551,"Toad","Breeding/Eggs","Depth"
"32","slice1",2015,"L02-041","non_critical","Seasonal",9.21052631578947,"Toad","Breeding/Eggs","Depth"
"33","slice1",2015,"L02-041","critical","Seasonal",4.91803278688525,"Toad","Breeding/Eggs","Depth"
"34","slice2",1999,"L02-041","critical","Seasonal",1.08695652173913,"Toad","Breeding/Eggs","Depth"
"35","slice2",2000,"L02-041","non_critical","Seasonal",13.2450331125828,"Toad","Breeding/Eggs","Depth"
